packet_per_cycle,total size,packet,time_stamp,err_count,success_count
79,37610602670,100000004,2584182457,0,99544019
79,37609887803,100000004,2584198502,0,99543969
79,37610336512,100000004,2584214547,0,99544001
79,37609932462,100000004,2584230592,0,99543985
79,37610264420,100000006,2584246636,0,99543992
79,37609831875,100000006,2584262681,0,99543976
79,37609759749,100000008,2584278726,0,99543971
79,37610133303,100000008,2584294770,0,99543952
80,37610546138,100000004,2584310815,0,99543949
79,37609992057,100000008,2584326860,0,99543988
79,37610121452,100000012,2584342904,0,99543994
79,37609891464,100000004,2584358949,0,99543916
80,37610762489,100000004,2584374994,0,99544011
79,37610106616,100000004,2584391039,0,99543968
79,37610565855,100000008,2584407084,0,99543986
79,37609935458,100000008,2584423128,0,99543994
79,37610277860,100000004,2584439173,0,99543950
79,37609635184,100000004,2584455218,0,99543977
79,37610267594,100000004,2584471263,0,99544000
79,37610240759,100000003,2584487308,0,99543942
79,37610437754,100000001,2584503353,0,99543946
79,37610240273,100000012,2584519398,0,99544002
79,37610155802,100000012,2584535442,0,99543982
79,37609980553,100000004,2584551487,0,99543959
79,37610086490,100000004,2584567532,0,99544021
79,37610221749,100000016,2584583576,0,99543983
79,37609666556,100000008,2584599621,0,99543975
79,37610213614,100000004,2584615666,0,99543936
79,37610450062,100000004,2584631711,0,99543973
79,37609886710,100000004,2584647755,0,99543943
79,37609958966,100000004,2584663800,0,99543995
79,37610723593,100000012,2584679845,0,99543949
79,37609976633,100000004,2584695890,0,99543928
79,37610667643,100000004,2584711934,0,99544033
79,37610107937,100000006,2584727979,0,99543974
79,37610468391,100000002,2584744024,0,99543993
