latency(lag),total size,packet,time_stamp,err_count,success_count
3869,37610086205,100000008,10022.69,0,99543948
3866,37610614814,100000004,10054.82,0,99543948
3864,37610107901,100000004,10086.94,0,99543978
3865,37610284851,100000004,10119.06,0,99544009
3864,37610281891,100000008,10151.19,0,99543996
3864,37609948676,100000004,10183.31,0,99543978
3864,37609626902,100000004,10215.44,0,99543965
3864,37610566523,100000004,10247.56,0,99543918
3866,37610267560,100000004,10279.68,0,99543993
3865,37610143006,100000004,10311.81,0,99543957
3863,37610395938,100000004,10343.93,0,99544025
3864,37609997054,100000008,10376.06,0,99543964
3865,37609896586,100000004,10408.18,0,99543983
3865,37609730491,100000007,10440.30,0,99543956
3865,37610507901,100000001,10472.43,0,99543930
3865,37610633483,100000004,10504.55,0,99543997
3865,37610214105,100000004,10536.68,0,99543978
3865,37610368098,100000004,10568.80,0,99543992
3867,37609658777,100000008,10600.92,0,99543978
3864,37609834203,100000008,10633.05,0,99543975
3865,37610152900,100000004,10665.17,0,99543936
3864,37610575226,100000004,10697.30,0,99543944
3865,37610229137,100000008,10729.42,0,99543988
3866,37610151534,100000004,10761.55,0,99544015
3865,37610256891,100000004,10793.66,0,99543989
3865,37609988164,100000004,10825.78,0,99543971
3863,37609707718,100000004,10857.91,0,99543972
3864,37610462960,100000008,10890.04,0,99543926
3865,37610362587,100000004,10922.16,0,99543981
3863,37610151424,100000004,10954.29,0,99543973
3865,37610386219,100000004,10986.41,0,99544022
3865,37609923671,100000004,11018.53,0,99543958
3866,37609971394,100000004,11050.66,0,99543973
3867,37609725705,100000004,11082.79,0,99543960
3864,37610476700,100000004,11114.91,0,99543933
3865,37610625117,100000004,11147.03,0,99543995
3867,37610218267,100000012,11179.16,0,99543987
3865,37610360468,100000008,11211.28,0,99543998
3860,37609726744,100000008,11243.41,0,99543976
3858,37609839480,100000004,11275.52,0,99543980
3863,37610005889,100000004,11307.65,0,99543930
3865,37610617785,100000004,11339.78,0,99543947
3864,37610369492,100000012,11371.89,0,99543992
3864,37610146432,100000004,11404.02,0,99544013
3865,37610257561,100000003,11436.15,0,99543989
3866,37609913972,100000005,11468.27,0,99543959
3867,37609714762,100000004,11500.39,0,99543982
3860,37610463372,100000004,11532.52,0,99543923
3858,37610287576,100000008,11564.64,0,99543977
3865,37610168634,100000004,11596.76,0,99543971
3864,37610377610,100000004,11628.89,0,99544034
3862,37610063896,100000004,11661.01,0,99543954
3867,37609881300,100000008,11693.14,0,99543981
3864,37609722385,100000004,11725.26,0,99543960
3863,37610576191,100000004,11757.38,0,99543928
3865,37610536940,100000004,11789.50,0,99543998
3863,37610171424,100000012,11821.63,0,99543979
3864,37610398562,100000004,11853.76,0,99544002
3864,37609754689,100000004,11885.89,0,99543976
3865,37609812858,100000004,11918.00,0,99543978
3864,37609924571,100000004,11950.13,0,99543933
3865,37610633286,100000008,11982.26,0,99543945
3864,37610333387,100000004,12014.37,0,99543986
