packet_per_cycle,total size,packet,time_stamp,err_count,success_count
5229,37609795899,100000016,1598405576,0,99543946
5252,37610426145,100000016,1598405592,0,99543975
5237,37610116898,100000016,1598405608,0,99543954
5235,37610060254,100000024,1598405624,0,99544020
5236,37610328324,100000028,1598405640,0,99543948
5233,37610649636,100000032,1598405656,0,99544005
5229,37610102294,100000012,1598405672,0,99543991
5232,37610529929,100000024,1598405688,0,99544021
5234,37610114174,100000028,1598405704,0,99544003
5237,37609867943,100000032,1598405720,0,99543981
5240,37610157134,100000014,1598405736,0,99544020
5237,37609868380,100000030,1598405752,0,99544001
5238,37610185983,100000012,1598405768,0,99543982
5236,37610600807,100000016,1598405784,0,99543959
5236,37610028074,100000008,1598405800,0,99543947
5235,37610269155,100000016,1598405816,0,99544025
5236,37609950101,100000008,1598405832,0,99543955
5236,37610091404,100000012,1598405848,0,99544006
5239,37609957248,100000032,1598405864,0,99544027
5245,37617791977,100000020,1598405880,0,99543958
5243,37610112849,100000032,1598405897,0,99544013
5241,37610183837,100000012,1598405913,0,99543953
5239,37610385224,100000008,1598405929,0,99543970
5240,37609875514,100000004,1598405945,0,99543959
5237,37610196607,100000016,1598405961,0,99544009
5239,37609996198,100000020,1598405977,0,99543963
5241,37610425299,100000012,1598405993,0,99543939
5249,37612415811,100000004,1598406009,0,99543972
5251,37610585002,100000012,1598406025,0,99544030
5247,37610260996,100000020,1598406041,0,99544018
5246,37610143811,100000004,1598406057,0,99543945
5248,37610225959,100000032,1598406073,0,99544040
5248,37609977728,100000012,1598406089,0,99544003
5250,37610153015,100000028,1598406105,0,99543998
5246,37609711518,100000028,1598406121,0,99543987
5243,37609997619,100000020,1598406137,0,99543989
5242,37609536416,100000004,1598406153,0,99543949
5240,37610185831,100000012,1598406169,0,99543956
5243,37610593049,100000028,1598406185,0,99543948
5238,37610419028,100000024,1598406201,0,99543963
5231,37610565121,100000016,1598406217,0,99544024
5232,37610488483,100000028,1598406233,0,99543990
5235,37609803165,100000020,1598406250,0,99543984
5232,37610503762,100000008,1598406266,0,99544046
5232,37610151872,100000024,1598406282,0,99544011
5238,37610417721,100000008,1598406298,0,99543980
5243,37609769489,100000028,1598406314,0,99543999
5242,37609911260,100000012,1598406330,0,99543998
5244,37609956967,100000032,1598406346,0,99543961
5243,37609570452,100000022,1598406362,0,99543995
5247,37610506529,100000022,1598406378,0,99543949
5249,37609882495,100000032,1598406394,0,99543978
5248,37610581162,100000024,1598406410,0,99543992
5247,37610700255,100000024,1598406426,0,99543967
5246,37610043525,100000020,1598406442,0,99543972
5250,37610266973,100000032,1598406458,0,99544056
5252,37610679401,100000032,1598406474,0,99544024
5251,37609678683,100000016,1598406490,0,99543967
5250,37610188461,100000024,1598406506,0,99544019
5247,37610016944,100000012,1598406522,0,99543994
5249,37610150914,100000008,1598406538,0,99543987
5248,37609842851,100000012,1598406554,0,99543971
5249,37610441012,100000008,1598406570,0,99543939
5252,37610026834,100000016,1598406586,0,99543968
5250,37612463835,100000008,1598406603,0,99543995
5250,37610121811,100000020,1598406619,0,99544006
5249,37609925058,100000024,1598406635,0,99543974
5249,37610066467,100000008,1598406651,0,99544007
5249,37610350338,100000004,1598406667,0,99543960
5249,37610463912,100000016,1598406683,0,99543967
5249,37609978407,100000016,1598406699,0,99543976
5250,37610165856,100000008,1598406715,0,99544010
5249,37610042045,100000032,1598406731,0,99543980
5251,37609694666,100000020,1598406747,0,99543964
5252,37610698824,100000012,1598406763,0,99543991
5262,37610176813,100000032,1598406779,0,99543987
5268,37610626242,100000024,1598406795,0,99544014
5254,37610269912,100000012,1598406811,0,99543994
5257,37609764598,100000012,1598406827,0,99543964
5259,37610350285,100000024,1598406843,0,99544030
5259,37610131685,100000008,1598406859,0,99543994
5258,37609734983,100000032,1598406875,0,99543999
5254,37609858960,100000008,1598406891,0,99543973
5255,37609981130,100000020,1598406907,0,99543971
5255,37610496433,100000028,1598406923,0,99543951
5257,37609767281,100000016,1598406939,0,99543967
5254,37610901313,100000032,1598406955,0,99544002
5250,37610329708,100000016,1598406972,0,99543980
5249,37610187244,100000024,1598406988,0,99544000
5250,37610489051,100000008,1598407004,0,99543973
5251,37610256196,100000028,1598407020,0,99544035
5246,37610114209,100000028,1598407036,0,99544034
5241,37610431749,100000020,1598407052,0,99543990
5238,37609876345,100000008,1598407068,0,99543985
5239,37609829663,100000028,1598407084,0,99543995
5238,37609962016,100000028,1598407100,0,99544003
5239,37609831487,100000012,1598407116,0,99543974
5246,37609578586,100000020,1598407132,0,99543966
5250,37610492110,100000024,1598407148,0,99543942
5248,37610523191,100000012,1598407164,0,99543950
5249,37610495536,100000004,1598407180,0,99543988
5252,37610386242,100000008,1598407196,0,99543948
5416,37838126891,100000020,1598407213,0,99544388
5357,37754481678,100000008,1598407229,0,99544321
5258,37609794332,100000008,1598407245,0,99543981
5254,37610349314,100000004,1598407261,0,99543933
5268,37627884125,100000024,1598407277,0,99544072
5260,37609868841,100000012,1598407293,0,99543969
5260,37610322426,100000028,1598407309,0,99543961
5260,37609975644,100000008,1598407325,0,99543966
