latency(lag),total size,packet,time_stamp,err_rate
5288,37839484880,100000032,19720.20,0
5289,37841246300,100000032,19736.53,0
5288,37838018879,100000032,19752.87,0
5289,37838014581,100000032,19769.19,0
5290,37838399874,100000032,19785.53,0
5291,37840010978,100000032,19801.86,0
5290,37837979499,100000032,19818.18,0
5289,37835718523,100000032,19834.51,0
5288,37835187399,100000032,19850.84,0
5289,37837365896,100000032,19867.17,0
5291,37840358435,100000032,19883.49,0
5293,37842925508,100000032,19899.83,0
5294,37841496500,100000032,19916.17,0
5292,37841477122,100000032,19932.50,0
5290,37838817285,100000032,19948.83,0
5288,37836371897,100000032,19965.16,0
5288,37833298522,100000032,19981.49,0
5291,37840739335,100000032,19997.82,0
5290,37837855193,100000032,20014.14,0
5291,37839397312,100000032,20030.48,0
5289,37837669152,100000032,20046.80,0
5292,37846673758,100000032,20063.15,0
5289,37841853888,100000032,20079.48,0
5288,37840337116,100000032,20095.82,0
5289,37840908685,100000032,20112.14,0
5289,37840095513,100000032,20128.48,0
5287,37837877445,100000032,20144.80,0
5286,37838844949,100000032,20161.13,0
5287,37840657280,100000032,20177.46,0
5288,37843714199,100000032,20193.79,0
5288,37840771487,100000032,20210.13,0
5288,37842134762,100000032,20226.46,0
5288,37840594084,100000032,20242.79,0
5286,37836808506,100000032,20259.12,0
5287,37837288691,100000032,20275.45,0
5288,37838846597,100000032,20291.78,0
5289,37840427864,100000032,20308.11,0
5289,37839701835,100000032,20324.44,0
5288,37840747999,100000032,20340.77,0
5288,37840001052,100000032,20357.10,0
5287,37835507401,100000032,20373.43,0
5289,37838920217,100000032,20389.76,0
5291,37841286910,100000032,20406.09,0
5290,37839918180,100000032,20422.42,0
5289,37835007229,100000032,20438.75,0
5288,37835450908,100000032,20455.08,0
5288,37835786238,100000032,20471.41,0
5361,37991861341,100000032,20488.00,0
5471,38381982054,100000032,20505.16,0
5303,37860350506,100000032,20521.51,0
5294,37846461568,100000032,20537.86,0
5308,37875909824,100000032,20554.24,0
5289,37836661001,100000032,20570.57,0
5290,37838830106,100000032,20586.90,0
5290,37838336601,100000032,20603.23,0
5290,37837385692,100000032,20619.56,0
5291,37841590695,100000032,20635.89,0
5290,37841299508,100000032,20652.22,0
5287,37838005948,100000032,20668.55,0
5287,37837871465,100000032,20684.88,0
5287,37837662236,100000032,20701.21,0
5288,37837322406,100000032,20717.54,0
5289,37840026876,100000032,20733.87,0
5288,37839433047,100000032,20750.20,0
5287,37838992435,100000032,20766.53,0
5288,37842168585,100000032,20782.87,0
5288,37843700389,100000032,20799.20,0
5289,37842628868,100000032,20815.54,0
5289,37841567238,100000032,20831.86,0
5288,37842060790,100000032,20848.20,0
5287,37838401930,100000032,20864.53,0
5287,37838632710,100000032,20880.86,0
5289,37842919107,100000032,20897.19,0
5288,37841532841,100000032,20913.53,0
5287,37837171081,100000032,20929.85,0
5287,37839011650,100000032,20946.18,0
5287,37838125543,100000032,20962.51,0
5286,37837473775,100000032,20978.83,0
5289,37839484701,100000032,20995.17,0
5290,37840318219,100000032,21011.50,0
5289,37836393085,100000032,21027.83,0
5288,37835750622,100000032,21044.16,0
5288,37834818806,100000032,21060.48,0
5287,37834471285,100000032,21076.80,0
5291,37840764952,100000032,21093.14,0
5290,37838787835,100000032,21109.47,0
5294,37843202518,100000032,21125.81,0
5292,37843349374,100000032,21142.15,0
5290,37837630435,100000032,21158.47,0
5288,37836771656,100000032,21174.80,0
5288,37838279243,100000032,21191.13,0
5288,37835224335,100000032,21207.46,0
5290,37838173544,100000032,21223.79,0
5290,37840958607,100000032,21240.12,0
5289,37840043422,100000032,21256.45,0
5288,37837992280,100000032,21272.78,0
5287,37838660019,100000032,21289.11,0
5287,37838372784,100000032,21305.44,0
5287,37838004664,100000032,21321.77,0
5288,37836799330,100000032,21338.10,0
5288,37840201526,100000032,21354.42,0
5286,37837345369,100000032,21370.76,0
5286,37838223799,100000032,21387.08,0
5286,37840624146,100000032,21403.41,0
5288,37843208211,100000032,21419.75,0
5288,37841878696,100000032,21436.08,0
5288,37841482214,100000032,21452.42,0
5288,37841724724,100000032,21468.75,0
5286,37838982217,100000032,21485.08,0
5286,37837488445,100000032,21501.41,0
5288,37838239026,100000032,21517.74,0
5289,37841051232,100000032,21534.07,0
5289,37840231287,100000032,21550.40,0
5287,37837992051,100000032,21566.73,0
5288,37838663067,100000032,21583.06,0
5288,37839386394,100000032,21599.39,0
5290,37840100871,100000032,21615.71,0
5290,37841286244,100000032,21632.05,0
5290,37837460313,100000032,21648.38,0
5289,37838012946,100000032,21664.71,0
5288,37835429281,100000032,21681.03,0
5290,37839984085,100000032,21697.37,0
5288,37833538707,100000032,21713.69,0
5291,37838659825,100000032,21730.02,0
5293,37842213500,100000032,21746.36,0
5294,37843410505,100000032,21762.69,0
5292,37840456605,100000032,21779.02,0
5291,37838895015,100000032,21795.36,0
5289,37836749470,100000032,21811.69,0
5288,37837038931,100000032,21828.02,0
5289,37836807108,100000032,21844.34,0
5290,37836805943,100000032,21860.67,0
5290,37840776632,100000032,21876.99,0
5290,37841313884,100000032,21893.34,0
5289,37838590093,100000032,21909.66,0
5289,37839113547,100000032,21925.99,0
5289,37841021021,100000032,21942.33,0
5288,37839800382,100000032,21958.66,0
5289,37841203454,100000032,21974.99,0
5289,37839755568,100000032,21991.32,0
5287,37836985886,100000032,22007.64,0
5287,37841198244,100000032,22023.98,0
5288,37842476785,100000032,22040.32,0
5287,37838750503,100000032,22056.65,0
5287,37840955552,100000032,22072.98,0
5287,37840134843,100000032,22089.31,0
5286,37838533198,100000032,22105.64,0
5287,37837127135,100000032,22121.97,0
5288,37841201555,100000032,22138.30,0
5289,37840871282,100000032,22154.63,0
5288,37838224894,100000032,22170.96,0
5287,37838556486,100000032,22187.29,0
5287,37839581956,100000032,22203.61,0
5287,37835811677,100000032,22219.95,0
5289,37837692262,100000032,22236.28,0
5290,37839612308,100000032,22252.61,0
5289,37837515901,100000032,22268.94,0
5290,37838687129,100000032,22285.26,0
5288,37834862207,100000032,22301.59,0
5288,37835877737,100000032,22317.91,0
5289,37838183489,100000032,22334.24,0
5292,37839198550,100000032,22350.58,0
5293,37842917797,100000032,22366.92,0
5291,37838897839,100000032,22383.24,0
5288,37836926167,100000032,22399.58,0
5287,37834550893,100000032,22415.90,0
5287,37832091915,100000032,22432.22,0
5289,37836850873,100000032,22448.54,0
5289,37837893450,100000032,22464.88,0
5290,37840453514,100000032,22481.21,0
5288,37836560106,100000032,22497.53,0
5286,37836520769,100000032,22513.86,0
5287,37838927839,100000032,22530.20,0
5287,37837989712,100000032,22546.52,0
5288,37839091472,100000032,22562.85,0
5288,37840154834,100000032,22579.18,0
5286,37837447545,100000032,22595.51,0
5286,37837734553,100000032,22611.84,0
5287,37839291127,100000032,22628.17,0
5288,37839460787,100000032,22644.49,0
5287,37839115546,100000032,22660.83,0
5288,37840189089,100000032,22677.16,0
5288,37844449265,100000032,22693.49,0
5286,37837950016,100000032,22709.82,0
5287,37837410600,100000032,22726.15,0
5287,37838393202,100000032,22742.48,0
5287,37839601529,100000032,22758.81,0
5288,37840894353,100000032,22775.14,0
5288,37841558054,100000032,22791.48,0
5287,37839711991,100000032,22807.80,0
5287,37836653620,100000032,22824.13,0
5289,37838659606,100000032,22840.47,0
5291,37839989331,100000032,22856.79,0
5289,37835886651,100000032,22873.13,0
5290,37838771982,100000032,22889.45,0
5288,37835352672,100000032,22905.78,0
5288,37832951659,100000032,22922.10,0
5290,37838325538,100000032,22938.43,0
5292,37838363986,100000032,22954.76,0
5293,37841640714,100000032,22971.10,0
5292,37840687373,100000032,22987.43,0
5289,37837509490,100000032,23003.76,0
5288,37837072490,100000032,23020.09,0
5288,37835633275,100000032,23036.41,0
5289,37836551369,100000032,23052.75,0
5289,37837293965,100000032,23069.06,0
5290,37840424091,100000032,23085.40,0
5289,37840073417,100000032,23101.73,0
5289,37840010201,100000032,23118.06,0
5289,37840745478,100000032,23134.39,0
5289,37841140998,100000032,23150.72,0
5288,37840475419,100000032,23167.06,0
5289,37839307770,100000032,23183.39,0
5288,37841217359,100000032,23199.72,0
5287,37839057899,100000032,23216.06,0
5287,37840306368,100000032,23232.38,0
5287,37841058732,100000032,23248.71,0
5288,37842515956,100000032,23265.05,0
5288,37840119395,100000032,23281.38,0
5288,37841879282,100000032,23297.71,0
5288,37841565061,100000032,23314.04,0
5286,37837134266,100000032,23330.38,0
5288,37840364620,100000032,23346.70,0
5288,37840694166,100000032,23363.04,0
5289,37840784797,100000032,23379.37,0
5288,37840388634,100000032,23395.70,0
5288,37839610187,100000032,23412.04,0
5288,37841840067,100000032,23428.37,0
5288,37836203604,100000032,23444.69,0
5290,37839233630,100000032,23461.02,0
5290,37837100469,100000032,23477.36,0
5290,37839205542,100000032,23493.68,0
5288,37834946624,100000032,23510.01,0
5287,37834749713,100000032,23526.34,0
5288,37836325252,100000032,23542.67,0
5289,37835860105,100000032,23559.00,0
5291,37838824705,100000032,23575.32,0
5293,37840653654,100000032,23591.65,0
5293,37841946184,100000032,23607.99,0
5289,37836932877,100000032,23624.32,0
5288,37834355223,100000032,23640.64,0
5288,37836985887,100000032,23656.97,0
5288,37835362130,100000032,23673.30,0
5289,37836782169,100000032,23689.63,0
5290,37839379787,100000032,23705.95,0
5289,37840551233,100000032,23722.29,0
5288,37838294898,100000032,23738.61,0
5287,37836606582,100000032,23754.94,0
5287,37839240140,100000032,23771.27,0
5288,37839957240,100000032,23787.60,0
5289,37840986801,100000032,23803.94,0
5289,37840855820,100000032,23820.27,0
5288,37839215560,100000032,23836.60,0
5286,37837247741,100000032,23852.93,0
5288,37842396283,100000032,23869.26,0
5287,37839152141,100000032,23885.60,0
5287,37839462131,100000032,23901.92,0
5287,37840658003,100000032,23918.26,0
5287,37840303049,100000032,23934.59,0
5286,37838688759,100000032,23950.92,0
5287,37840386140,100000032,23967.25,0
5288,37839949521,100000032,23983.58,0
5288,37838056676,100000032,23999.91,0
5287,37839318090,100000032,24016.24,0
5287,37839365347,100000032,24032.57,0
5287,37836826526,100000032,24048.90,0
5288,37836634683,100000032,24065.22,0
5290,37839364166,100000032,24081.55,0
5429,38241290688,100000032,24098.53,0
5400,38134974779,100000032,24115.31,0
5292,37841471292,100000032,24131.65,0
5289,37836834367,100000032,24147.97,0
5301,37860219365,100000032,24164.34,0
5294,37842933697,100000032,24180.68,0
5295,37845675095,100000032,24197.01,0
5293,37841870763,100000032,24213.35,0
5290,37838613941,100000032,24229.68,0
5289,37835384279,100000032,24246.00,0
5289,37838111862,100000032,24262.34,0
5288,37834422238,100000032,24278.66,0
5288,37835235138,100000032,24294.99,0
5290,37840181929,100000032,24311.32,0
5288,37839609974,100000032,24327.65,0
5287,37838144327,100000032,24343.98,0
5287,37839024999,100000032,24360.30,0
5289,37841256462,100000032,24376.64,0
5289,37838012972,100000032,24392.98,0
5289,37841655391,100000032,24409.30,0
5289,37840415538,100000032,24425.63,0
