packet_per_cycle,total size,packet,time_stamp,err_count,success_count
81,37610370465,100000004,2413259515,0,99544000
81,37610432778,100000004,2413275560,0,99543994
81,37609959418,100000004,2413291605,0,99543961
81,37610312279,100000004,2413307650,0,99544003
81,37609994424,100000008,2413323694,0,99543999
81,37610112855,100000004,2413339739,0,99543970
81,37609705390,100000004,2413355784,0,99543973
81,37609931676,100000002,2413371828,0,99543969
81,37609681414,100000002,2413387873,0,99543933
81,37610301507,100000012,2413403918,0,99543962
81,37610426456,100000004,2413419963,0,99543929
81,37610599311,100000004,2413436009,0,99543945
81,37610403980,100000004,2413452054,0,99544010
81,37610363546,100000004,2413468101,0,99543961
81,37609858884,100000004,2413484146,0,99543973
81,37610579623,100000004,2413500192,0,99544047
81,37610253153,100000004,2413516236,0,99543987
81,37610151713,100000004,2413532282,0,99543977
81,37609833375,100000001,2413548326,0,99543967
81,37609972027,100000007,2413564371,0,99543989
81,37609954727,100000006,2413580416,0,99543950
81,37609420168,100000006,2413596460,0,99543973
81,37610732293,100000004,2413612505,0,99543941
81,37609785007,100000004,2413628550,0,99543941
81,37610541084,100000004,2413644595,0,99543982
81,37610605219,100000004,2413660640,0,99543930
81,37610228061,100000004,2413676684,0,99543982
81,37610252826,100000004,2413692729,0,99544023
81,37610600748,100000004,2413708774,0,99543974
81,37609673439,100000004,2413724819,0,99543959
81,37610232710,100000008,2413740863,0,99544014
81,37609905553,100000004,2413756908,0,99543975
81,37610198101,100000004,2413772953,0,99543993
81,37609795584,100000016,2413788997,0,99543962
81,37610507770,100000001,2413805042,0,99543930
81,37610178158,100000003,2413821087,0,99543967
81,37610086860,100000001,2413837132,0,99544010
81,37609905324,100000003,2413853177,0,99543940
81,37610230592,100000004,2413869221,0,99544005
81,37610039399,100000002,2413885266,0,99543967
81,37610651497,100000002,2413901311,0,99543942
81,37609788998,100000004,2413917356,0,99543965
81,37610487397,100000004,2413933402,0,99543977
81,37610019173,100000004,2413949447,0,99543997
81,37609818301,100000004,2413965491,0,99543955
81,37610217349,100000004,2413981536,0,99543946
81,37610716247,100000004,2413997581,0,99543980
81,37610278210,100000016,2414013625,0,99543997
81,37610286871,100000004,2414029670,0,99543991
81,37609844772,100000004,2414045715,0,99543949
81,37610283974,100000020,2414061760,0,99544047
81,37610203514,100000012,2414077806,0,99543996
81,37609888671,100000004,2414093850,0,99543960
81,37609888627,100000004,2414109895,0,99543974
81,37609825080,100000008,2414125940,0,99543962
81,37610149552,100000016,2414141984,0,99543968
81,37610090636,100000004,2414158029,0,99543937
81,37610444335,100000012,2414174074,0,99543940
81,37610409817,100000004,2414190119,0,99543985
81,37610541175,100000004,2414206164,0,99543969
81,37610123515,100000004,2414222209,0,99543964
81,37610273078,100000016,2414238254,0,99544017
81,37610334598,100000004,2414254299,0,99544009
81,37610306305,100000004,2414270344,0,99544009
81,37609913378,100000008,2414286390,0,99543976
80,37609863501,100000008,2414302436,0,99543981
81,37610109503,100000004,2414318480,0,99543961
81,37609589996,100000004,2414334525,0,99543975
81,37609877096,100000004,2414350570,0,99543944
81,37610047946,100000004,2414366614,0,99543956
81,37610383992,100000004,2414382659,0,99543919
81,37610984344,100000004,2414398704,0,99543963
81,37610100074,100000008,2414414749,0,99543969
81,37610109837,100000004,2414430794,0,99543988
81,37610648505,100000008,2414446839,0,99544026
81,37610043994,100000004,2414462884,0,99543967
81,37610161611,100000004,2414478928,0,99543997
81,37609930204,100000004,2414494973,0,99543979
81,37610248706,100000008,2414511018,0,99544016
81,37609913773,100000004,2414527062,0,99543943
81,37609621718,100000004,2414543107,0,99543962
81,37610625942,100000004,2414559152,0,99543957
96,37627679925,100000004,2414575225,0,99544072
93,37618912711,100000016,2414591284,0,99543971
81,37609897951,100000004,2414607329,0,99544011
81,37609980789,100000004,2414623374,0,99543984
82,37610117008,100000012,2414639418,0,99543938
81,37610387251,100000005,2414655463,0,99543957
81,37610232098,100000011,2414671509,0,99543985
81,37610210376,100000004,2414687553,0,99543994
81,37609779415,100000004,2414703598,0,99543939
81,37610281911,100000004,2414719643,0,99544034
81,37609966312,100000004,2414735688,0,99543952
81,37610526576,100000008,2414751733,0,99543964
81,37609964284,100000004,2414767778,0,99543952
81,37610432278,100000016,2414783822,0,99543988
81,37609854343,100000004,2414799867,0,99543989
81,37610095016,100000004,2414815912,0,99543955
81,37610086949,100000008,2414831956,0,99543938
81,37610675283,100000008,2414848001,0,99544002
81,37610313729,100000004,2414864046,0,99543979
81,37610516550,100000004,2414880091,0,99543987
81,37609720039,100000004,2414896135,0,99543964
81,37610347987,100000004,2414912180,0,99544014
81,37610063171,100000004,2414928225,0,99543980
81,37609832287,100000004,2414944269,0,99543973
81,37610034846,100000012,2414960314,0,99543980
81,37609716849,100000004,2414976359,0,99543963
81,37610067879,100000012,2414992403,0,99543946
81,37610229531,100000004,2415008448,0,99543943
81,37610386500,100000004,2415024493,0,99543946
81,37610349816,100000004,2415040538,0,99543983
81,37610660981,100000004,2415056583,0,99543964
81,37610076476,100000004,2415072627,0,99543963
81,37610237194,100000004,2415088673,0,99544007
81,37610263602,100000008,2415104717,0,99544017
81,37610435003,100000004,2415120763,0,99544006
81,37609961826,100000004,2415136809,0,99543977
81,37609793640,100000004,2415152854,0,99543946
81,37610077273,100000004,2415168900,0,99543991
81,37609848608,100000004,2415184945,0,99543960
81,37609522086,100000004,2415200989,0,99543961
81,37610540666,100000004,2415217034,0,99543950
81,37610037436,100000008,2415233079,0,99543931
81,37610862169,100000008,2415249124,0,99543989
81,37610154465,100000004,2415265168,0,99543937
81,37610488772,100000004,2415281214,0,99544006
81,37610223040,100000004,2415297258,0,99544001
81,37610348936,100000008,2415313303,0,99543969
81,37610080995,100000004,2415329348,0,99543986
81,37609952454,100000008,2415345392,0,99544012
81,37610037416,100000004,2415361437,0,99543979
81,37609996097,100000008,2415377482,0,99543969
81,37609719277,100000004,2415393526,0,99543953
81,37610593906,100000004,2415409571,0,99543939
81,37610124130,100000004,2415425616,0,99543978
81,37610067996,100000004,2415441661,0,99544000
81,37610003708,100000024,2415457705,0,99543961
81,37610157362,100000004,2415473750,0,99543987
81,37610284424,100000008,2415489795,0,99543980
81,37610473614,100000004,2415505841,0,99543948
81,37610101921,100000012,2415521886,0,99543973
81,37610283612,100000004,2415537930,0,99544007
81,37609997868,100000004,2415553975,0,99543961
81,37609741031,100000004,2415570020,0,99543974
81,37610277187,100000004,2415586064,0,99543971
81,37610536535,100000012,2415602109,0,99543960
81,37610598676,100000012,2415618154,0,99543984
81,37610107908,100000008,2415634199,0,99544010
81,37609711269,100000004,2415650243,0,99543950
81,37610478938,100000004,2415666288,0,99544011
81,37609997180,100000004,2415682333,0,99543989
81,37610078738,100000004,2415698378,0,99543965
81,37609677325,100000004,2415714423,0,99543979
81,37610071974,100000008,2415730468,0,99543947
81,37610315842,100000004,2415746513,0,99543952
81,37609927985,100000004,2415762557,0,99543951
81,37610450689,100000004,2415778602,0,99543950
81,37610402827,100000003,2415794647,0,99543967
81,37610394047,100000002,2415810692,0,99543960
81,37610506545,100000003,2415826737,0,99544000
81,37609862100,100000008,2415842782,0,99543999
81,37610495243,100000004,2415858826,0,99544014
81,37610145608,100000012,2415874872,0,99543997
81,37609967815,100000008,2415890917,0,99543969
81,37609936016,100000012,2415906962,0,99543991
81,37610037968,100000004,2415923008,0,99543966
81,37609538852,100000004,2415939054,0,99543970
81,37609726190,100000012,2415955098,0,99543967
81,37610353303,100000004,2415971144,0,99543927
81,37610640283,100000008,2415987189,0,99543936
81,37610327570,100000004,2416003234,0,99543966
81,37610711114,100000004,2416019279,0,99543986
81,37609973034,100000004,2416035324,0,99543986
81,37610388979,100000004,2416051369,0,99543983
81,37610138427,100000004,2416067414,0,99543987
81,37610335111,100000004,2416083459,0,99544021
81,37609888541,100000004,2416099504,0,99543963
81,37610218882,100000004,2416115549,0,99543987
81,37609827009,100000004,2416131593,0,99543957
81,37609694647,100000004,2416147638,0,99543971
81,37610591962,100000004,2416163683,0,99543934
81,37609818362,100000004,2416179727,0,99543960
81,37610441877,100000016,2416195772,0,99544013
81,37609957116,100000004,2416211817,0,99543943
81,37610402511,100000004,2416227861,0,99543966
81,37610434709,100000004,2416243906,0,99543969
81,37610382827,100000004,2416259951,0,99543977
81,37610075867,100000004,2416275996,0,99544008
81,37610136425,100000004,2416292041,0,99543967
81,37609716473,100000008,2416308085,0,99543953
81,37610330504,100000004,2416324130,0,99544006
81,37609832384,100000004,2416340175,0,99543959
81,37610805350,100000004,2416356220,0,99543962
81,37610052480,100000004,2416372264,0,99543964
81,37610120960,100000004,2416388309,0,99543995
81,37610196025,100000006,2416404354,0,99543953
81,37610095212,100000002,2416420399,0,99544008
81,37609877907,100000004,2416436443,0,99543987
81,37610080835,100000012,2416452488,0,99543986
81,37609963804,100000004,2416468533,0,99543945
81,37610587099,100000004,2416484578,0,99543944
81,37609806193,100000004,2416500622,0,99543963
81,37610098005,100000008,2416516667,0,99543997
81,37610236464,100000002,2416532712,0,99543953
81,37610571063,100000002,2416548757,0,99543917
81,37610419435,100000004,2416564802,0,99543980
81,37610333997,100000004,2416580847,0,99544035
81,37609903237,100000004,2416596891,0,99543966
81,37610458742,100000012,2416612936,0,99544016
81,37610146019,100000004,2416628981,0,99543993
81,37609930347,100000020,2416645026,0,99543982
81,37609961698,100000004,2416661070,0,99543986
81,37609944831,100000004,2416677115,0,99543966
81,37609635965,100000004,2416693159,0,99543962
81,37609809377,100000004,2416709204,0,99543955
81,37610509085,100000004,2416725249,0,99543917
81,37610545122,100000001,2416741296,0,99543936
81,37610640435,100000003,2416757342,0,99543962
81,37610350014,100000004,2416773387,0,99544024
81,37609859337,100000004,2416789432,0,99543933
81,37610466869,100000020,2416805477,0,99544044
81,37610278139,100000008,2416821522,0,99544015
81,37609968285,100000008,2416837567,0,99543981
81,37610364678,100000004,2416853612,0,99543976
81,37609869448,100000008,2416869656,0,99543989
81,37609657390,100000004,2416885701,0,99543966
81,37609900628,100000004,2416901745,0,99543947
81,37610226617,100000004,2416917790,0,99543962
81,37610163928,100000004,2416933835,0,99543932
81,37610110726,100000011,2416949880,0,99543992
81,37610490127,100000001,2416965925,0,99543943
81,37610380828,100000004,2416981969,0,99543953
81,37610151135,100000002,2416998014,0,99543995
81,37610563279,100000002,2417014059,0,99544001
81,37610212455,100000004,2417030104,0,99543991
81,37609755439,100000004,2417046148,0,99543939
81,37610196754,100000004,2417062193,0,99544009
81,37610053033,100000004,2417078238,0,99543967
81,37609909918,100000004,2417094283,0,99543995
81,37610519658,100000012,2417110328,0,99543952
81,37610017588,100000004,2417126372,0,99543942
81,37610361083,100000004,2417142417,0,99544013
81,37610122416,100000004,2417158462,0,99543960
81,37610040497,100000004,2417174506,0,99543977
81,37609908310,100000004,2417190551,0,99543992
81,37610379941,100000004,2417206596,0,99543960
81,37610301004,100000005,2417222641,0,99543955
81,37609862497,100000003,2417238685,0,99543963
81,37610370402,100000004,2417254730,0,99543974
81,37610102982,100000012,2417270775,0,99544001
81,37609762308,100000001,2417286820,0,99543917
81,37610695093,100000015,2417302865,0,99543969
81,37610375661,100000012,2417318909,0,99544002
81,37610245953,100000008,2417334954,0,99544031
81,37610285474,100000004,2417350999,0,99543934
81,37610100383,100000004,2417367044,0,99544002
81,37609907181,100000004,2417383088,0,99543999
81,37610319917,100000004,2417399133,0,99543970
81,37609642387,100000012,2417415178,0,99543981
81,37610222611,100000004,2417431223,0,99543969
81,37609468561,100000008,2417447267,0,99543966
81,37610285142,100000004,2417463312,0,99543959
81,37610282019,100000004,2417479356,0,99543918
81,37610722902,100000004,2417495401,0,99543938
81,37610375734,100000008,2417511446,0,99544001
81,37610433925,100000002,2417527492,0,99543989
81,37609684378,100000002,2417543537,0,99543931
81,37610752389,100000004,2417559583,0,99544042
82,37610071380,100000008,2417575629,0,99544019
81,37610316179,100000004,2417591674,0,99543974
81,37609727955,100000004,2417607719,0,99543966
81,37610017831,100000012,2417623764,0,99543974
81,37610077396,100000004,2417639808,0,99543979
81,37609617053,100000004,2417655853,0,99543981
81,37610100871,100000004,2417671898,0,99543920
81,37610200554,100000004,2417687943,0,99543968
81,37610321020,100000004,2417703987,0,99543948
81,37610827504,100000016,2417720033,0,99543980
81,37609818582,100000004,2417736077,0,99543932
81,37610710067,100000008,2417752122,0,99544043
81,37610205564,100000004,2417768167,0,99543995
81,37610053539,100000004,2417784212,0,99543953
81,37610124936,100000004,2417800256,0,99543993
81,37610074584,100000012,2417816301,0,99544008
81,37609841408,100000004,2417832346,0,99543978
81,37609944702,100000004,2417848390,0,99543963
81,37610291981,100000004,2417864435,0,99543946
81,37610066005,100000004,2417880480,0,99543945
81,37610470490,100000004,2417896525,0,99543991
81,37610139504,100000004,2417912570,0,99543972
81,37609781919,100000004,2417928614,0,99543974
81,37610115134,100000004,2417944659,0,99543983
81,37610616287,100000004,2417960704,0,99543968
81,37610127924,100000004,2417976749,0,99543959
81,37610248134,100000004,2417992793,0,99543945
81,37610056848,100000004,2418008838,0,99544022
81,37610114920,100000004,2418024883,0,99543936
81,37609696315,100000008,2418040928,0,99543979
81,37610772259,100000004,2418056972,0,99543970
81,37609944841,100000004,2418073017,0,99543960
81,37610777921,100000006,2418089062,0,99544015
81,37610167545,100000006,2418105107,0,99543957
81,37609885919,100000004,2418121152,0,99543996
81,37610240522,100000004,2418137196,0,99543973
81,37610223264,100000004,2418153241,0,99543988
95,37626208493,100000004,2418169316,0,99543935
87,37610275781,100000018,2418185361,0,99544024
87,37616910036,100000006,2418201416,0,99543966
81,37610021538,100000004,2418217461,0,99544019
82,37610531076,100000004,2418233506,0,99543994
81,37609949204,100000004,2418249551,0,99543958
81,37609830858,100000004,2418265596,0,99543964
81,37610036999,100000012,2418281641,0,99543987
81,37609629922,100000004,2418297685,0,99543952
81,37609886721,100000016,2418313730,0,99543954
81,37611068706,100000016,2418329776,0,99543947
81,37610000958,100000004,2418345823,0,99543937
80,37610601062,100000008,2418361869,0,99544019
81,37610397046,100000004,2418377914,0,99543970
81,37610042628,100000012,2418393959,0,99543967
81,37610327188,100000004,2418410004,0,99544024
81,37610375692,100000008,2418426049,0,99544006
81,37610062700,100000016,2418442094,0,99544008
81,37609914982,100000012,2418458139,0,99543984
81,37609838977,100000004,2418474183,0,99543959
81,37610024203,100000004,2418490228,0,99543981
81,37609710738,100000004,2418506273,0,99543953
81,37610413395,100000004,2418522317,0,99543942
81,37609988211,100000004,2418538362,0,99543955
81,37610345087,100000020,2418554407,0,99544000
81,37610590487,100000004,2418570452,0,99543923
81,37610051793,100000008,2418586496,0,99543992
81,37610460649,100000012,2418602541,0,99544011
81,37610489703,100000004,2418618586,0,99543991
81,37609886697,100000004,2418634631,0,99543947
81,37610154528,100000004,2418650675,0,99543981
81,37609978616,100000004,2418666720,0,99544021
81,37609971189,100000008,2418682765,0,99543992
81,37610116449,100000004,2418698810,0,99543933
81,37610556480,100000004,2418714854,0,99543942
81,37610001486,100000008,2418730899,0,99543968
81,37610306638,100000004,2418746944,0,99544018
81,37609711025,100000008,2418762989,0,99543943
81,37610419599,100000004,2418779033,0,99543998
81,37609752824,100000004,2418795078,0,99543997
81,37610539048,100000004,2418811123,0,99543946
81,37610199988,100000008,2418827168,0,99543937
81,37610181240,100000008,2418843212,0,99543969
81,37609925470,100000004,2418859257,0,99544021
81,37610120030,100000008,2418875302,0,99543957
81,37609920855,100000004,2418891347,0,99543933
81,37610865350,100000004,2418907392,0,99543974
81,37610210505,100000012,2418923437,0,99544007
81,37610409150,100000004,2418939482,0,99543995
81,37609833010,100000004,2418955527,0,99543952
81,37610246982,100000004,2418971572,0,99544010
81,37610246627,100000012,2418987617,0,99543994
81,37609978911,100000004,2419003661,0,99543983
81,37609720607,100000004,2419019706,0,99543960
81,37609936538,100000004,2419035750,0,99543987
81,37609730423,100000004,2419051795,0,99543934
81,37610434004,100000001,2419067840,0,99543939
81,37610348333,100000003,2419083885,0,99543929
81,37610414659,100000004,2419099930,0,99543967
81,37610617157,100000016,2419115975,0,99544006
81,37610196132,100000004,2419132020,0,99543962
81,37610127186,100000004,2419148065,0,99543981
81,37610376049,100000001,2419164111,0,99544033
81,37610317180,100000007,2419180156,0,99544005
81,37609993523,100000004,2419196201,0,99543960
81,37609933915,100000004,2419212247,0,99543972
81,37609917510,100000003,2419228291,0,99543977
81,37609932099,100000001,2419244336,0,99543962
81,37609543565,100000008,2419260381,0,99543967
81,37610526612,100000004,2419276426,0,99543935
81,37609855881,100000004,2419292470,0,99543944
81,37610682920,100000004,2419308515,0,99543992
81,37610488810,100000004,2419324560,0,99543919
81,37610428725,100000008,2419340605,0,99543989
81,37610149846,100000004,2419356650,0,99544028
81,37610566037,100000004,2419372695,0,99543968
81,37609649437,100000004,2419388740,0,99543969
81,37610366663,100000008,2419404784,0,99544003
81,37609811204,100000008,2419420829,0,99543996
81,37610119935,100000004,2419436874,0,99543971
81,37609893387,100000016,2419452919,0,99543977
81,37610420229,100000004,2419468964,0,99543925
81,37610347121,100000004,2419485009,0,99543964
81,37610030528,100000024,2419501053,0,99544033
81,37609865688,100000004,2419517098,0,99543940
81,37610206040,100000004,2419533143,0,99544012
81,37610029241,100000004,2419549188,0,99543984
81,37610695515,100000008,2419565233,0,99543938
81,37609796221,100000004,2419581277,0,99543948
81,37610432262,100000004,2419597322,0,99543996
81,37610068667,100000004,2419613367,0,99543989
81,37609753233,100000004,2419629412,0,99543957
81,37610428155,100000008,2419645456,0,99543946
81,37610352245,100000004,2419661501,0,99543983
81,37610481948,100000004,2419677546,0,99543998
81,37610311528,100000004,2419693591,0,99543977
81,37609860941,100000004,2419709636,0,99543951
81,37610295848,100000004,2419725681,0,99544019
81,37610083949,100000004,2419741725,0,99543990
81,37609901055,100000006,2419757770,0,99543968
81,37609844950,100000010,2419773814,0,99543977
81,37609829480,100000004,2419789859,0,99543962
81,37610128838,100000004,2419805904,0,99543946
81,37610103396,100000008,2419821949,0,99543950
81,37610559185,100000004,2419837994,0,99543936
81,37610337277,100000004,2419854038,0,99543988
81,37610632561,100000004,2419870083,0,99543961
81,37610098024,100000004,2419886128,0,99543968
81,37610249416,100000004,2419902174,0,99544002
81,37610195432,100000004,2419918218,0,99544019
81,37610519855,100000016,2419934265,0,99544006
81,37609870461,100000008,2419950311,0,99543987
81,37609783449,100000001,2419966356,0,99543958
82,37610130788,100000003,2419982402,0,99543975
81,37609801646,100000004,2419998446,0,99543951
81,37609626036,100000004,2420014491,0,99543965
81,37610461290,100000004,2420030536,0,99543948
81,37610003635,100000008,2420046581,0,99543931
81,37610911738,100000004,2420062626,0,99543988
81,37610158238,100000004,2420078671,0,99543937
81,37610543415,100000004,2420094716,0,99544004
81,37610118557,100000004,2420110760,0,99544007
81,37610327186,100000004,2420126805,0,99543965
81,37610020354,100000012,2420142850,0,99544001
81,37609971001,100000004,2420158894,0,99543999
81,37610090881,100000004,2420174939,0,99543977
81,37610049331,100000004,2420190984,0,99543975
81,37609700267,100000004,2420207028,0,99543942
81,37610621504,100000004,2420223073,0,99543956
81,37610103962,100000006,2420239118,0,99543960
81,37610029308,100000002,2420255163,0,99544003
81,37609996686,100000001,2420271207,0,99543943
81,37610185113,100000007,2420287252,0,99543982
81,37610376363,100000004,2420303297,0,99543981
81,37610401006,100000004,2420319342,0,99543950
81,37610179519,100000004,2420335387,0,99543967
81,37610195743,100000004,2420351432,0,99544001
81,37609870436,100000008,2420367476,0,99543964
81,37609846952,100000004,2420383521,0,99543979
81,37610295633,100000008,2420399566,0,99543987
81,37610542864,100000004,2420415611,0,99543942
81,37610630004,100000008,2420431655,0,99543977
81,37610023850,100000012,2420447700,0,99544014
81,37609799870,100000004,2420463745,0,99543950
81,37610376140,100000004,2420479790,0,99544005
81,37609997838,100000004,2420495835,0,99543996
81,37610204371,100000004,2420511879,0,99543958
81,37609496141,100000004,2420527924,0,99543979
81,37610262308,100000012,2420543969,0,99543948
81,37610310937,100000004,2420560014,0,99543957
81,37609849161,100000004,2420576058,0,99543952
81,37610455526,100000004,2420592103,0,99543959
81,37610462471,100000004,2420608148,0,99543960
81,37610274969,100000004,2420624193,0,99543962
81,37610433159,100000008,2420640238,0,99544008
81,37609980660,100000008,2420656282,0,99543994
81,37610516387,100000004,2420672328,0,99544026
81,37610100537,100000004,2420688372,0,99543982
81,37609972906,100000012,2420704418,0,99543968
81,37609959189,100000004,2420720462,0,99543985
81,37610036269,100000008,2420736508,0,99543982
81,37609544761,100000004,2420752553,0,99543954
81,37609742152,100000008,2420768599,0,99543979
81,37610480373,100000004,2420784645,0,99543919
81,37610574476,100000004,2420800690,0,99543921
81,37610266701,100000004,2420816735,0,99543977
81,37610746321,100000004,2420832780,0,99543982
81,37610022152,100000004,2420848824,0,99543987
81,37610273425,100000008,2420864869,0,99543986
81,37610357996,100000020,2420880914,0,99544008
81,37610125520,100000012,2420896959,0,99544020
81,37609945677,100000004,2420913004,0,99543985
81,37610044976,100000004,2420929048,0,99543969
81,37610002762,100000004,2420945093,0,99543957
81,37609628739,100000004,2420961137,0,99543968
81,37610634443,100000004,2420977182,0,99543951
81,37609805851,100000008,2420993227,0,99543948
81,37610464170,100000004,2421009272,0,99544010
81,37609794908,100000004,2421025316,0,99543930
81,37610553604,100000004,2421041361,0,99543975
81,37610423087,100000008,2421057406,0,99543972
81,37610332830,100000004,2421073451,0,99543981
81,37610041725,100000008,2421089496,0,99544009
81,37610317337,100000001,2421105541,0,99543954
81,37609576014,100000003,2421121585,0,99543966
81,37610279365,100000004,2421137630,0,99543994
81,37609986060,100000008,2421153675,0,99543974
81,37610786317,100000004,2421169720,0,99543953
81,37610112524,100000004,2421185765,0,99543965
81,37610074777,100000004,2421201809,0,99543993
81,37610122843,100000004,2421217854,0,99543952
81,37610142746,100000001,2421233899,0,99544008
81,37609874906,100000003,2421249943,0,99544004
81,37610093980,100000004,2421265988,0,99543967
81,37609780791,100000004,2421282033,0,99543934
81,37610743960,100000004,2421298078,0,99543950
81,37609747608,100000008,2421314123,0,99543968
81,37610136920,100000004,2421330168,0,99543994
81,37610386040,100000008,2421346212,0,99543943
81,37610314217,100000004,2421362257,0,99543943
81,37610542436,100000004,2421378302,0,99543981
81,37610342737,100000008,2421394347,0,99544027
81,37609908845,100000016,2421410391,0,99543976
81,37610480693,100000004,2421426436,0,99544012
81,37610037595,100000004,2421442481,0,99543983
81,37610012831,100000004,2421458526,0,99543977
81,37609933065,100000004,2421474570,0,99543975
81,37609856732,100000008,2421490615,0,99543977
